candidate_id,generator,generator_mode,formula,reduced_formula,chemical_system,anonymous_formula,n_sites,space_group,structure_ref,structure_sha256,generation_rank,generation_status
mattergen_pilot_5k_3gpu_04282,MatterGen,mattergen_base_unconditional_smoke,Na1 Ti1 Br6,NaTiBr6,Br-Na-Ti,ABC6,8,R-3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_352.cif,6de041581fc3c92a079b8c18f5ffec9d398cd548eecb8e7df2bea3912346399c,4282,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04283,MatterGen,mattergen_base_unconditional_smoke,Pr3 Al7 Cd1,Pr3Al7Cd,Al-Cd-Pr,AB3C7,11,Imm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_353.cif,56e0c638061cf6141a40afbacb59ed98ce6ca9253d193e857f6d7385a397704b,4283,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04284,MatterGen,mattergen_base_unconditional_smoke,Li1 In6 Pb1,LiIn6Pb,In-Li-Pb,ABC6,8,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_354.cif,19be5aca1c1c8b8b3fd331ee943bfe8c62cd4d103a31eb392fe9adb733837ca8,4284,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04285,MatterGen,mattergen_base_unconditional_smoke,Ca2 Mg1 O3,Ca2MgO3,Ca-Mg-O,AB2C3,6,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_355.cif,92ab44394866a319099effa8f54a856b0dc1a73f2c09d2a729810c65f08ce775,4285,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04286,MatterGen,mattergen_base_unconditional_smoke,P2 Rh8,PRh4,P-Rh,AB4,10,P4/nbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_356.cif,09d0aec6f9843bdd4f322b7b7d2a2bba8be64e232ed6024f5d550b169a141a6e,4286,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04287,MatterGen,mattergen_base_unconditional_smoke,Cs2 Sn1 Sb1 S5,Cs2SnSbS5,Cs-S-Sb-Sn,ABC2D5,9,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_357.cif,1796374a7612fd7cf03ef8c7a1d2641dd6dcde2a2d019cfa76745afa9ee37f1a,4287,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04288,MatterGen,mattergen_base_unconditional_smoke,Na3 Tb3 Ce1 Te8,Na3Tb3CeTe8,Ce-Na-Tb-Te,AB3C3D8,15,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_358.cif,cddecc1bdfe5d0759fe60e5f94260211773741668c8afe441488a818fead90fa,4288,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04289,MatterGen,mattergen_base_unconditional_smoke,Yb4 Si2 Ge2,Yb2SiGe,Ge-Si-Yb,ABC2,8,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_359.cif,6d35c96abc8fa89aac1bb86ed451bc4a354477dfc50acb37a675aa4452ed29f3,4289,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04290,MatterGen,mattergen_base_unconditional_smoke,La1 Cu1 Br1,LaCuBr,Br-Cu-La,ABC,3,P3m1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_36.cif,fefd683fbad4d2d703574a77b397473463a5221c285f07347dae25f24825ed56,4290,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04291,MatterGen,mattergen_base_unconditional_smoke,K2 Ca2 Tl2 I8,KCaTlI4,Ca-I-K-Tl,ABCD4,14,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_360.cif,5801a879899249f43884981c72cdb2e81c4e1b7f113fe9bbcef6ea35a86df5b7,4291,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04292,MatterGen,mattergen_base_unconditional_smoke,Mn2 H1 Br5,Mn2HBr5,Br-H-Mn,AB2C5,8,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_361.cif,fc528931b69b0fa876d2bd6a68f452403c6d072f394ba631c0347ade772b14a2,4292,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04293,MatterGen,mattergen_base_unconditional_smoke,Hf2 Zr1 Te4,Hf2ZrTe4,Hf-Te-Zr,AB2C4,7,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_362.cif,3da769c28ad8603160b93a5987877b869733e1780b335266ab068e2bee51f3d0,4293,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04294,MatterGen,mattergen_base_unconditional_smoke,Rb4 Be2 Ni1 F11,Rb4Be2NiF11,Be-F-Ni-Rb,AB2C4D11,18,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_363.cif,f2cd06539aab6e18a5acb1695782ce1023d4582bb53141832ee755b42e9443f3,4294,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04295,MatterGen,mattergen_base_unconditional_smoke,Ba2 Mn1 Cu7,Ba2MnCu7,Ba-Cu-Mn,AB2C7,10,I4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_364.cif,bc3c157d7a6d1050e0b8ed0c6efa28db5a3888378b4469b5cdd4567e15e358bb,4295,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04296,MatterGen,mattergen_base_unconditional_smoke,La2 Pr6 Nd2 Ho2,LaPr3NdHo,Ho-La-Nd-Pr,ABCD3,12,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_365.cif,ef5d249858eeaf5496814c5e0900d193e45f2f4da1d7dc241d2928628b839bd2,4296,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04297,MatterGen,mattergen_base_unconditional_smoke,Hf1 Zr2 Ti2,Hf(ZrTi)2,Hf-Ti-Zr,AB2C2,5,Immm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_366.cif,ad58b92b75df1a75638f059eefbe8f9fc94faa2aa0f067a26920726c8860fd14,4297,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04298,MatterGen,mattergen_base_unconditional_smoke,Sc2 Zn2 Ag2,ScZnAg,Ag-Sc-Zn,ABC,6,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_367.cif,53c5b52682929c50d21ccd6ae69ca5dfce4a2afe00a01f6ebcd7f31a614a8602,4298,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04299,MatterGen,mattergen_base_unconditional_smoke,Ce1 Pr4 Ho3 Se8,CePr4Ho3Se8,Ce-Ho-Pr-Se,AB3C4D8,16,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_368.cif,383d451311621b36fa97c3b51614f31cfcaf88788707a03e4297feeff8da5e19,4299,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04300,MatterGen,mattergen_base_unconditional_smoke,Cs3 Er3 Hf1 Se8,Cs3Er3HfSe8,Cs-Er-Hf-Se,AB3C3D8,15,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_369.cif,50e7dfab3618c54b6bc9a5fd86316a2eb1d6d4d31702de1bcab0cad72fdf3c3f,4300,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04301,MatterGen,mattergen_base_unconditional_smoke,Li1 Te5 Pb2,LiTe5Pb2,Li-Pb-Te,AB2C5,8,P2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_37.cif,f7754cbf16a6f7b4233a64778390c1fa0c0d5b609b0c261b55a4a704b2906725,4301,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04302,MatterGen,mattergen_base_unconditional_smoke,Tm1 Rh3 Pb2,TmRh3Pb2,Pb-Rh-Tm,AB2C3,6,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_370.cif,4b99bf6983d951bacbc42d67bb24dd3272c5953840d5f85eace494fc5fccc6a4,4302,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04303,MatterGen,mattergen_base_unconditional_smoke,Pt5 Rh1,Pt5Rh,Pt-Rh,AB5,6,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_371.cif,f737d7be127beb081dfe2263aa730f82e14ff178a3b4d42a5463b5190c107f5a,4303,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04304,MatterGen,mattergen_base_unconditional_smoke,K2 Li4 Cd2 F10,KLi2CdF5,Cd-F-K-Li,ABC2D5,18,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_372.cif,fe58c43bc52b281316014f2af47d6780455e0a811a7b0f0ffb3f945d54b31e38,4304,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04305,MatterGen,mattergen_base_unconditional_smoke,Cs4 Rb2 Na4,Cs2RbNa2,Cs-Na-Rb,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_373.cif,f6a778869a1fcc12671744b9d374ebbdac71856902aa96fa9d722c7c75b87279,4305,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04306,MatterGen,mattergen_base_unconditional_smoke,Na6 P3 O11,Na6P3O11,Na-O-P,A3B6C11,20,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_374.cif,18d974c97bb5b0d58b1e3e291f5aea41b0c40d42f52076324884bbff06ac1982,4306,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04307,MatterGen,mattergen_base_unconditional_smoke,Cr1 In2 Cl7,CrIn2Cl7,Cl-Cr-In,AB2C7,10,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_375.cif,cac2450090131fca4238aa100a81df231b58790c04c3d63b8d15518c04954148,4307,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04308,MatterGen,mattergen_base_unconditional_smoke,Tb5 Pr1 Y2 Ho4,Tb5Pr(YHo2)2,Ho-Pr-Tb-Y,AB2C4D5,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_376.cif,28fa9460124d635ba620338b5bbbea94070c3529ad35ecfd610933ccfb50cf4d,4308,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04309,MatterGen,mattergen_base_unconditional_smoke,K6 As2,K3As,As-K,AB3,8,P6_3/mmc,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_377.cif,293c74d876263cf567ead2e87540cee9db0446bda4bd5fb20117b6243a475648,4309,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04310,MatterGen,mattergen_base_unconditional_smoke,Rb2 Sn2 As2 Se6,RbSnAsSe3,As-Rb-Se-Sn,ABCD3,12,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_378.cif,1fc43138da901e743c5e115c28799ffae419ade8558832095777cee4192f2bdf,4310,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04311,MatterGen,mattergen_base_unconditional_smoke,Tm6 Si1 Hg2 Se3,Tm6SiHg2Se3,Hg-Se-Si-Tm,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_379.cif,e89a8c94c0d0b62188334bca093458cfb130caf17b321f4c003f3690dbf856ea,4311,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04312,MatterGen,mattergen_base_unconditional_smoke,Cd1 Hg1 Pb1 Au1,CdHgPbAu,Au-Cd-Hg-Pb,ABCD,4,Imm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_38.cif,012e30fb1afd4138e50110327a62ea9335bf0dbb0e8f4b3dfc30bfb2d012d0ee,4312,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04313,MatterGen,mattergen_base_unconditional_smoke,Gd1 Al1 B2 O6,GdAl(BO3)2,Al-B-Gd-O,ABC2D6,10,R-3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_380.cif,afeddbc732c44955504c9b91b7359d8eddc2ff64170d14755553f16a38aa4750,4313,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04314,MatterGen,mattergen_base_unconditional_smoke,Cu6 Pd4 Pt2,Cu3Pd2Pt,Cu-Pd-Pt,AB2C3,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_381.cif,d0e213821339996d2d255fcd8ed4e7e779071ec99e774e1ab071c19f88251780,4314,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04315,MatterGen,mattergen_base_unconditional_smoke,Ce2 Mn2 N6,CeMnN3,Ce-Mn-N,ABC3,10,Cmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_382.cif,c1f4133982db546433c14148913189f26dcd4c5617782734fbe576a89a9a5f63,4315,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04316,MatterGen,mattergen_base_unconditional_smoke,Li1 La2 Cr3 N6,LiLa2(CrN2)3,Cr-La-Li-N,AB2C3D6,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_383.cif,473151ca5bbcb7c381acb83b904f50a34d084e1bafba1548a1b0a09321bd4bd8,4316,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04317,MatterGen,mattergen_base_unconditional_smoke,La2 Tb2 Sm4 Er8,LaTb(SmEr2)2,Er-La-Sm-Tb,ABC2D4,16,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_384.cif,7ce9f49ab2608bb9d9b875fa49adba83bfacbd92274e9d0eb81f1b2df1a280c3,4317,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04318,MatterGen,mattergen_base_unconditional_smoke,Tb2 Er1 Au1,Tb2ErAu,Au-Er-Tb,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_385.cif,38dbd225d46092a70e751f2aec5d38f33ebdda5aedaa16510a9766038c74bc65,4318,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04319,MatterGen,mattergen_base_unconditional_smoke,Cs1 K3 Rb2 Na2 Cd1,CsK3Rb2Na2Cd,Cd-Cs-K-Na-Rb,ABC2D2E3,9,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_386.cif,77bff1a46f392766b4efc40efe626b7a272b92f56ec50d108488b75095fab5f5,4319,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04320,MatterGen,mattergen_base_unconditional_smoke,La2 Lu1 Ag1,La2LuAg,Ag-La-Lu,ABC2,4,P4/mmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_387.cif,21f187eb3e2ee1ae9f5ff9824bb8a3806dbe90d7d6d477fcb2fd68be540f8505,4320,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04321,MatterGen,mattergen_base_unconditional_smoke,Ca1 Ho2 Ta1 N4,CaHo2TaN4,Ca-Ho-N-Ta,ABC2D4,8,Fmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_388.cif,504f01ad536612568d9d11ce4ffabccd084fd8d0cf8ba7d33c798a36e19768a8,4321,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04322,MatterGen,mattergen_base_unconditional_smoke,Pr8 Tl2 Ni2,Pr4TlNi,Ni-Pr-Tl,ABC4,12,C2/c,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_389.cif,4d26faf97faae3536d1373eb246e049c618f9eed254380f22686294801178c31,4322,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04323,MatterGen,mattergen_base_unconditional_smoke,Mg2 Se3,Mg2Se3,Mg-Se,A2B3,5,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_39.cif,b9ba8d270a7a0ab7bae4cc73ca0d3fd94c5e1beeb9b857536339494d12fa6aba,4323,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04324,MatterGen,mattergen_base_unconditional_smoke,Li5 Cu4 Pt1,Li5Cu4Pt,Cu-Li-Pt,AB4C5,10,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_390.cif,f27df36066ed2d6503ba84db2b1e86761b0fb0045cdc706896f21ca9d4ed8f99,4324,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04325,MatterGen,mattergen_base_unconditional_smoke,Zn1 Ir1 Pt2,ZnIrPt2,Ir-Pt-Zn,ABC2,4,Cmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_391.cif,5398471a1e3e770b83dff4702ee2e65626c0d27e73b5da768bc37d38eb3323a6,4325,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04326,MatterGen,mattergen_base_unconditional_smoke,La1 Tb1 Pr1 Y1,LaTbPrY,La-Pr-Tb-Y,ABCD,4,I-4m2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_392.cif,a40c6286398ad10c17abf45aa750262277d084c9dcd5ed1b95a9c2799ea7287a,4326,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04327,MatterGen,mattergen_base_unconditional_smoke,Rb2 Zn2 Au2,RbZnAu,Au-Rb-Zn,ABC,6,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_393.cif,89dc97122faac90b0bbb4dff1973f4bf416d76808874a891571790771109cf30,4327,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04328,MatterGen,mattergen_base_unconditional_smoke,Rb2 Tl4 Pd3,Rb2Tl4Pd3,Pd-Rb-Tl,A2B3C4,9,P-1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_394.cif,dfd08ad26078c66beebf7766dd4b3033802c8fad689bb4e5841fa707e9f7dc98,4328,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04329,MatterGen,mattergen_base_unconditional_smoke,Li7 Nd3 Mg1 Bi7,Li7Nd3MgBi7,Bi-Li-Mg-Nd,AB3C7D7,18,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_395.cif,043f87e7d02e3b8018e04648a49c47ccba5fb309b5c27cd7af3221845850f732,4329,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04330,MatterGen,mattergen_base_unconditional_smoke,La2 Sn4 Pd3,La2Sn4Pd3,La-Pd-Sn,A2B3C4,9,C222,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_396.cif,9f57e7c46187a19b6c1fe51e7c3be708967e9c97415d043712f11c78a05835be,4330,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04331,MatterGen,mattergen_base_unconditional_smoke,Zr2 Hg1 C1,Zr2HgC,C-Hg-Zr,ABC2,4,R-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_397.cif,176f50c455684342b51627bfc537b1403b52f73210fc39a09d60dc59b9707aa9,4331,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04332,MatterGen,mattergen_base_unconditional_smoke,Ag2 B2 P2,AgBP,Ag-B-P,ABC,6,R3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_398.cif,68a453e6dea4343afb5d19a8fb99a7f5d9b5e7a765b90754f57bb6d3a435f58a,4332,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04333,MatterGen,mattergen_base_unconditional_smoke,K2 Rb1 Na1,K2RbNa,K-Na-Rb,ABC2,4,Pmmm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_399.cif,56e15765adb03abe08a2b4e7148633bbc9561b82233f5c7aad690175bf26082f,4333,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04334,MatterGen,mattergen_base_unconditional_smoke,Sc2 Si5 Ni4,Sc2Si5Ni4,Ni-Sc-Si,A2B4C5,11,Cm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_4.cif,e36033d880b9cd55cfff1adae08b2da82390f7f561da1ee80e49626529585362,4334,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04335,MatterGen,mattergen_base_unconditional_smoke,Cu1 Sn4 Pd6,Cu(Sn2Pd3)2,Cu-Pd-Sn,AB4C6,11,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_40.cif,05e30ae99184566b59b4432f27e17d2663969e5f1cbab4a7ed8b9dd35818fdbb,4335,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04336,MatterGen,mattergen_base_unconditional_smoke,K4 Ba2 Mg2 Br12,K2BaMgBr6,Ba-Br-K-Mg,ABC2D6,20,P2_1/c,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_400.cif,40854e0cbce22c8ee4b39d812f9c0631361b8209c17fc003bb77806c685d4de1,4336,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04337,MatterGen,mattergen_base_unconditional_smoke,Dy1 Tm1 Pd2,DyTmPd2,Dy-Pd-Tm,ABC2,4,Amm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_401.cif,68ea3359c1acf0a77c05889f70b312d4fd26abf03ca894a7361536c71aa10fa4,4337,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04338,MatterGen,mattergen_base_unconditional_smoke,Ca2 Tb2 Cu2 Se6,CaTbCuSe3,Ca-Cu-Se-Tb,ABCD3,12,P2_1/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_402.cif,90ca32f36a69b06f3c399f37cd51e2125fd675b393a59f046833bd17b12fc2ad,4338,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04339,MatterGen,mattergen_base_unconditional_smoke,Sc1 N1,ScN,N-Sc,AB,2,Fm-3m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_403.cif,18a78224add4b696431cf55cb039b39e72dc64f326a958450789d29654497a99,4339,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04340,MatterGen,mattergen_base_unconditional_smoke,Ba2 Zn1 Ga3 Ge4,Ba2ZnGa3Ge4,Ba-Ga-Ge-Zn,AB2C3D4,10,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_404.cif,c61f6f9c5be81f155a9c12baeba7b414f232ebb88195c247ec9b3e25b6202bd8,4340,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04341,MatterGen,mattergen_base_unconditional_smoke,Mg1 Zr3 Sc2 N6,MgZr3Sc2N6,Mg-N-Sc-Zr,AB2C3D6,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_405.cif,4fdbfc3e6c4ab5567b90ebadc057818f0f754c9899120caa51b4520e210150b0,4341,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04342,MatterGen,mattergen_base_unconditional_smoke,Li1 Eu1 Y1 Tl1,LiEuYTl,Eu-Li-Tl-Y,ABCD,4,F-43m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_406.cif,806d6f3e33e2cf6f9b812a6448279b9cbe63661cc3fe673db2696cb9e51d930a,4342,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04343,MatterGen,mattergen_base_unconditional_smoke,Nd6 Sb1 Te1 S7,Nd6SbTeS7,Nd-S-Sb-Te,ABC6D7,15,R3,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_407.cif,30d78128ff87196ece46432f4d7bec912d0cc796de659c8ff96933fa55e72790,4343,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04344,MatterGen,mattergen_base_unconditional_smoke,Tb6 Nd2 Pb4,Tb3NdPb2,Nd-Pb-Tb,AB2C3,12,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_408.cif,17088ead8c3e9c6639eac1c6398811ca889708bb483021ad2a47012140b20cc6,4344,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04345,MatterGen,mattergen_base_unconditional_smoke,Ca2 Pd6,CaPd3,Ca-Pd,AB3,8,Pmma,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_409.cif,64ada69a9a908ce27d13889a504263e5358c133c72a4d1e0491a29942df6391a,4345,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04346,MatterGen,mattergen_base_unconditional_smoke,Sc2 Ni2 Pb2 Se6,ScNiPbSe3,Ni-Pb-Sc-Se,ABCD3,12,Cmcm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_41.cif,c41cfd6c105baa3e1977958b0de3dfce6751ac896ecb40d20f19009f17677acc,4346,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04347,MatterGen,mattergen_base_unconditional_smoke,Tl13 Cd5,Tl13Cd5,Cd-Tl,A5B13,18,P1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_410.cif,3edde86b5995e57932f65885d507049ad44bdf5c4c0e92e581ac6f20459be90f,4347,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04348,MatterGen,mattergen_base_unconditional_smoke,Rb4 Cd2 Au4,Rb2CdAu2,Au-Cd-Rb,AB2C2,10,P4/mbm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_411.cif,a38a8e9a2b3b551bf7ddaf358553b00ad9d2b13a50ddd8e88d8e3387aa4e233e,4348,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04349,MatterGen,mattergen_base_unconditional_smoke,Li6 Ga6 Ag3 Pd1,Li6Ga6Ag3Pd,Ag-Ga-Li-Pd,AB3C6D6,16,Pmm2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_412.cif,478811605176dc611e3d86149fb0317cf728c0ba9868ee7f933535b32c5c667f,4349,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04350,MatterGen,mattergen_base_unconditional_smoke,Zr3 Cr2 Cu1 S9,Zr3Cr2CuS9,Cr-Cu-S-Zr,AB2C3D9,15,Pm,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_413.cif,541048609fb94fc7f2cc2dfa9ad0da4c540055a561e368115b65d3ffdae807e7,4350,pymatgen_readable_smoke_candidate
mattergen_pilot_5k_3gpu_04351,MatterGen,mattergen_base_unconditional_smoke,Cu3 Si1 F8,Cu3SiF8,Cu-F-Si,AB3C8,12,C2/m,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_414.cif,02caa3d932fa4ec5323ca9bd847209b0361aad1354bf9b1dbcaee3f4da0147aa,4351,pymatgen_readable_smoke_candidate
